Date,Open,High,Low,Close,Adj Close,Volume
2023-11-03,106.430000,107.650002,106.050003,107.059998,107.059998,7563300
2023-11-06,106.959999,107.599998,106.370003,107.250000,107.250000,5231900
2023-11-07,107.320000,109.360001,107.230003,109.360001,109.360001,7745800
2023-11-08,109.370003,110.699997,108.900002,109.389999,109.389999,8639700
2023-11-09,109.820000,109.900002,106.919998,107.000000,107.000000,9154200
2023-11-10,107.339996,107.830002,105.610001,106.110001,106.110001,8897700
2023-11-13,105.370003,105.720001,104.180000,104.199997,104.199997,7055600
2023-11-14,105.559998,107.099998,105.379997,105.750000,105.750000,9674800
2023-11-15,106.820000,109.059998,106.720001,107.820000,107.820000,11140800
2023-11-16,107.099998,108.000000,107.000000,107.610001,107.610001,5386800
2023-11-17,108.059998,108.209999,105.519997,105.959999,105.959999,6352600
2023-11-20,106.000000,106.550003,105.099998,106.320000,106.320000,6197400
2023-11-21,106.169998,106.699997,105.349998,106.550003,106.550003,5803500
2023-11-22,107.500000,108.029999,106.820000,107.919998,107.919998,6280300
2023-11-24,107.500000,108.000000,107.400002,107.639999,107.639999,2443600
2023-11-27,107.660004,108.220001,106.900002,107.959999,107.959999,5785000
