Date,Open,High,Low,Close,Adj Close,Volume
2023-09-25,92.889999,93.470001,92.250000,92.739998,92.233170,4818800
2023-09-26,92.000000,92.489998,91.180000,92.000000,91.497215,6086600
2023-09-27,92.459999,92.730003,90.379997,91.169998,90.671753,4731500
2023-09-28,91.169998,91.389999,90.209999,91.080002,90.582245,4736300
2023-09-29,92.610001,93.059998,90.839996,91.269997,90.771202,7698600
2023-10-02,91.050003,91.739998,90.790001,91.129997,90.631966,6430500
2023-10-03,90.500000,91.070000,89.209999,89.480003,88.990990,6666600
2023-10-04,89.889999,91.430000,89.809998,91.150002,90.651863,6166100
2023-10-05,91.139999,93.050003,91.139999,92.370003,91.865196,7548600
2023-10-06,92.000000,93.339996,91.680000,92.849998,92.342567,6978900
2023-10-09,92.449997,92.790001,91.430000,92.680000,92.173500,4120700
2023-10-10,92.959999,93.970001,92.870003,93.180000,92.670769,4974800
2023-10-11,93.290001,93.629997,91.849998,91.949997,91.447487,4499200
2023-10-12,91.839996,92.250000,90.769997,91.419998,90.920387,5485200
2023-10-13,91.279999,92.059998,91.050003,91.480003,90.980064,4780100
2023-10-16,92.169998,93.860001,91.849998,93.650002,93.138199,4595900
2023-10-17,92.750000,94.190002,92.629997,94.180000,93.665306,6086700
2023-10-18,93.940002,94.529999,93.500000,93.750000,93.237656,4110700
2023-10-19,94.370003,95.660004,94.169998,94.419998,93.903992,5610800
2023-10-20,94.620003,95.089996,94.139999,94.190002,93.675255,4698000
2023-10-23,93.930000,95.029999,93.290001,94.199997,93.685188,4481000
2023-10-24,94.279999,94.980003,94.059998,94.620003,94.102905,3600200
2023-10-25,94.320000,95.360001,93.970001,94.000000,93.486290,5497300
2023-10-26,93.809998,94.480003,92.599998,92.669998,92.163551,6201700
2023-10-27,92.639999,93.730003,91.769997,92.019997,91.517105,8293600
2023-10-30,93.120003,93.709999,92.720001,93.150002,92.640930,7852700
2023-10-31,93.169998,93.320000,92.000000,92.239998,91.735901,9308300
2023-11-01,91.830002,91.860001,90.550003,91.349998,90.850769,14292500
2023-11-02,100.989998,101.919998,99.739998,100.010002,99.463448,23396300
2023-11-03,100.620003,103.769997,100.500000,102.650002,102.089020,15994400
2023-11-06,102.870003,104.089996,101.970001,104.029999,103.461472,7532000
2023-11-07,104.230003,104.389999,103.330002,103.680000,103.113388,6239500
2023-11-08,103.739998,104.820000,103.650002,104.300003,103.730003,7453000
2023-11-09,104.300003,104.459999,102.029999,102.230003,102.230003,7607000
2023-11-10,102.599998,104.349998,101.980003,104.330002,104.330002,7338500
2023-11-13,103.919998,104.230003,102.959999,103.510002,103.510002,7120800
2023-11-14,104.480003,105.820000,104.239998,105.599998,105.599998,8323000
2023-11-15,105.660004,106.540001,105.660004,106.029999,106.029999,7980200
2023-11-16,106.279999,107.660004,106.199997,107.209999,107.209999,8037200
2023-11-17,107.180000,107.500000,105.480003,105.570000,105.570000,6341800
2023-11-20,105.209999,105.470001,103.860001,104.300003,104.300003,9799500
2023-11-21,104.449997,104.680000,103.169998,103.690002,103.690002,6149000
2023-11-22,104.160004,104.680000,103.279999,103.440002,103.440002,4828700
2023-11-24,103.440002,103.599998,102.470001,102.779999,102.779999,3206400
2023-11-27,102.290001,103.089996,102.070000,102.360001,102.360001,7853600
2023-11-28,101.959999,102.050003,100.889999,101.180000,101.180000,6848100
2023-11-29,101.510002,101.690002,99.529999,99.849998,99.849998,8428500
2023-11-30,100.059998,100.120003,98.419998,99.300003,99.300003,11442600
2023-12-01,98.500000,99.279999,97.519997,99.199997,99.199997,12503900
