Date,Open,High,Low,Close,Adj Close,Volume
2023-09-21,119.550003,120.339996,116.879997,117.320000,116.117279,4133200
2023-09-22,116.970001,117.370003,112.540001,112.599998,111.445663,6593700
2023-09-25,112.110001,112.750000,110.529999,112.260002,111.109154,5353300
2023-09-26,111.360001,112.389999,109.120003,109.480003,108.357651,6022200
2023-09-27,109.379997,110.639999,108.489998,109.739998,108.614983,4498100
2023-09-28,109.540001,110.480003,108.150002,109.559998,108.436829,4676500
2023-09-29,110.370003,111.650002,109.879997,110.570000,109.436478,4737200
2023-10-02,110.349998,110.389999,105.750000,106.690002,105.596252,6121300
2023-10-03,106.180000,108.589996,106.180000,107.160004,106.061440,5370300
2023-10-04,108.400002,108.400002,105.750000,106.620003,105.526970,5523100
2023-10-05,105.870003,106.699997,104.629997,105.150002,104.072044,4749300
2023-10-06,104.750000,106.269997,102.930000,105.010002,103.933479,7547600
2023-10-09,105.239998,106.120003,103.739998,105.760002,104.675789,4819900
2023-10-10,106.449997,111.160004,106.209999,109.629997,108.506111,6791800
2023-10-11,110.120003,110.410004,106.930000,108.989998,107.872673,3977400
2023-10-12,112.989998,113.000000,109.510002,110.800003,109.664124,6497300
2023-10-13,111.209999,112.230003,110.010002,111.980003,110.832024,4651400
2023-10-16,112.559998,112.790001,109.790001,111.389999,110.248070,3872700
2023-10-17,111.180000,113.180000,110.750000,112.559998,111.406075,3387900
2023-10-18,111.940002,111.970001,109.930000,110.209999,109.080162,2940800
2023-10-19,110.220001,110.900002,108.330002,108.360001,107.249130,4249500
2023-10-20,108.250000,110.239998,107.699997,108.830002,107.714317,4213700
2023-10-23,108.089996,108.449997,106.660004,107.419998,106.318764,3189800
2023-10-24,107.669998,109.230003,107.309998,108.680000,107.565849,2518100
2023-10-25,108.430000,111.080002,107.919998,110.360001,109.228630,4123200
2023-10-26,110.199997,111.910004,109.989998,110.870003,109.733406,3092400
2023-10-27,110.519997,111.099998,106.889999,107.230003,106.130722,3448200
2023-10-30,107.760002,109.099998,106.599998,108.669998,107.555954,3852700
2023-10-31,108.879997,111.279999,108.459999,110.790001,109.654221,5549400
2023-11-01,111.080002,111.080002,108.610001,109.540001,108.417038,3081500
2023-11-02,110.239998,111.830002,108.919998,111.070000,109.931351,3817800
2023-11-03,112.199997,114.209999,112.080002,112.849998,111.693100,4340100
2023-11-06,113.290001,113.440002,110.919998,111.050003,109.911560,3696200
2023-11-07,110.830002,112.669998,110.800003,111.349998,110.208481,2859100
2023-11-08,111.040001,111.940002,109.300003,109.849998,108.723854,4514000
2023-11-09,110.309998,110.309998,106.330002,106.790001,105.695229,5604600
2023-11-10,107.110001,108.629997,105.230003,108.330002,107.219444,6235800
2023-11-13,108.720001,108.830002,107.129997,107.300003,106.200005,4016000
2023-11-14,108.250000,112.309998,108.080002,110.790001,110.790001,7656100
2023-11-15,126.080002,131.529999,124.879997,130.460007,130.460007,32230800
2023-11-16,127.260002,130.809998,127.190002,129.940002,129.940002,12033200
2023-11-17,130.380005,131.089996,128.899994,129.889999,129.889999,5982500
2023-11-20,129.350006,130.229996,128.369995,129.649994,129.649994,5810200
2023-11-21,130.220001,130.869995,128.710007,130.800003,130.800003,4057900
2023-11-22,130.500000,132.360001,129.889999,130.500000,130.500000,3587900
2023-11-24,130.500000,131.470001,129.759995,131.460007,131.460007,1863100
2023-11-27,131.149994,132.350006,130.250000,131.330002,131.330002,3736700
2023-11-28,131.330002,131.800003,130.220001,131.669998,131.669998,3804900
2023-11-29,131.960007,133.100006,131.169998,131.320007,131.320007,2918900
2023-11-30,132.210007,133.960007,130.389999,133.809998,133.809998,5759500
2023-12-01,133.399994,134.949997,132.509995,134.779999,134.779999,4593700
