Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,101.500000,101.959999,100.230003,100.320000,99.983391,6698700
2023-09-06,99.760002,100.309998,99.029999,100.180000,99.843857,6096000
2023-09-07,98.260002,98.760002,97.639999,97.930000,97.601410,9927100
2023-09-08,98.099998,98.129997,97.279999,97.669998,97.342278,6435000
2023-09-11,98.330002,98.379997,96.580002,96.790001,96.465233,7584700
2023-09-12,96.989998,97.169998,96.180000,96.300003,95.976883,6307700
2023-09-13,96.300003,97.199997,95.660004,96.129997,95.807442,7140700
2023-09-14,96.720001,97.680000,95.900002,97.190002,96.863892,7075300
2023-09-15,98.150002,98.150002,96.129997,96.260002,95.937012,10465700
2023-09-18,96.000000,96.370003,95.279999,95.510002,95.189529,6946300
2023-09-19,95.040001,95.489998,94.410004,94.620003,94.302513,9386600
2023-09-20,93.970001,95.400002,93.830002,94.040001,93.724464,10274200
2023-09-21,93.419998,93.489998,91.480003,91.589996,91.282677,7958600
2023-09-22,91.580002,92.330002,90.550003,90.849998,90.545158,9289400
2023-09-25,90.000000,90.849998,89.790001,90.599998,90.295998,8291700
2023-09-26,90.000000,90.699997,89.779999,90.169998,89.867447,8060500
2023-09-27,90.559998,90.699997,89.209999,89.419998,89.119957,7631000
2023-09-28,89.099998,89.779999,88.660004,89.629997,89.329254,16315600
2023-09-29,99.370003,99.470001,94.620003,95.620003,95.299164,34920400
2023-10-02,96.199997,96.379997,93.730003,94.559998,94.242714,12776300
2023-10-03,94.320000,96.050003,94.180000,95.089996,94.770935,10964300
2023-10-04,95.580002,96.260002,95.120003,95.889999,95.568253,8045400
2023-10-05,95.790001,96.230003,95.279999,95.790001,95.468590,7430000
2023-10-06,95.790001,97.709999,95.059998,97.110001,96.784157,8531200
2023-10-09,96.779999,97.139999,95.919998,96.879997,96.554924,5964200
2023-10-10,97.250000,98.860001,97.230003,97.620003,97.292450,8499000
2023-10-11,98.309998,98.949997,98.010002,98.650002,98.318993,7642900
2023-10-12,99.540001,100.050003,98.519997,99.250000,98.916977,10705200
2023-10-13,99.589996,100.849998,99.449997,99.910004,99.574768,8774700
2023-10-16,99.720001,102.580002,99.599998,102.040001,101.697617,10845400
2023-10-17,101.970001,103.589996,101.970001,103.010002,102.664368,9253800
2023-10-18,102.970001,103.900002,102.930000,103.769997,103.421806,8757300
2023-10-19,103.769997,104.349998,102.849998,103.050003,102.704231,8391100
2023-10-20,103.320000,103.769997,102.570000,102.669998,102.325500,7814600
2023-10-23,102.129997,103.760002,101.769997,102.809998,102.465027,5966100
2023-10-24,103.660004,105.650002,103.660004,105.180000,104.827080,9252200
2023-10-25,104.459999,105.040001,103.489998,103.540001,103.192581,7054700
2023-10-26,102.180000,102.629997,99.949997,100.019997,99.684395,11222600
2023-10-27,99.779999,100.339996,97.809998,97.980003,97.651245,9602700
2023-10-30,99.000000,102.050003,99.000000,101.800003,101.458427,8206700
2023-10-31,101.400002,102.930000,101.400002,102.769997,102.425163,6558500
2023-11-01,102.550003,102.669998,99.970001,100.879997,100.541504,7272400
2023-11-02,102.050003,105.550003,101.889999,105.080002,104.727417,8135100
2023-11-03,106.430000,107.650002,106.050003,107.059998,106.700768,7563300
2023-11-06,106.959999,107.599998,106.370003,107.250000,106.890137,5231900
2023-11-07,107.320000,109.360001,107.230003,109.360001,108.993057,7745800
2023-11-08,109.370003,110.699997,108.900002,109.389999,109.022957,8639700
2023-11-09,109.820000,109.900002,106.919998,107.000000,106.640976,9154200
2023-11-10,107.339996,107.830002,105.610001,106.110001,105.753960,8897700
2023-11-13,105.370003,105.720001,104.180000,104.199997,103.850365,7055600
2023-11-14,105.559998,107.099998,105.379997,105.750000,105.395164,9674800
2023-11-15,106.820000,109.059998,106.720001,107.820000,107.458221,11140800
2023-11-16,107.099998,108.000000,107.000000,107.610001,107.248924,5386800
2023-11-17,108.059998,108.209999,105.519997,105.959999,105.604462,6352600
2023-11-20,106.000000,106.550003,105.099998,106.320000,105.963257,6197400
2023-11-21,106.169998,106.699997,105.349998,106.550003,106.192490,5803500
2023-11-22,107.500000,108.029999,106.820000,107.919998,107.557884,6280300
2023-11-24,107.500000,108.000000,107.400002,107.639999,107.278824,2443600
2023-11-27,107.660004,108.220001,106.900002,107.959999,107.597755,5785000
2023-11-28,108.570000,109.900002,108.150002,108.750000,108.385101,7287400
2023-11-29,110.800003,112.150002,110.150002,110.370003,109.999672,9601800
2023-11-30,110.529999,110.599998,108.959999,110.269997,109.900002,8690900
2023-12-01,110.330002,113.550003,109.750000,113.480003,113.480003,8049900
